Job_name Submit Runtime Nodes Comment Perc mod_rhvd mod_rd mod_bin mod_cmc def_cost_rhvd def_cost_rd def_cost_bin def_cost_cmc ja_cost_rhvd ja_cost_rd ja_cost_bin ja_cost_cmc def_nh rhvd_nh rd_nh bin_nh cmc_nh improv_rhvd improv_rd improv_bin improv_cmc improv_cost_rhvd improv_cost_rd improv_cost_bin improv_cost_cmc improv_nh_rhvd improv_nh_rd improv_nh_bin improv_nh_cmc
11 14313.0 7556.0 512.0 1.0 50.0 7556.0 7556.0 7556.0 7556.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1074.631111111111 1074.631111111111 1074.631111111111 1074.631111111111 1074.631111111111 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12 21941.0 7577.0 512.0 1.0 70.0 7577.0 7577.0 7577.0 7577.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1077.6177777777777 1077.6177777777777 1077.6177777777777 1077.6177777777777 1077.6177777777777 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
13 26546.0 7590.0 512.0 1.0 30.0 7590.0 7590.0 7590.0 7590.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1079.4666666666667 1079.4666666666667 1079.4666666666667 1079.4666666666667 1079.4666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
14 27521.0 7580.0 512.0 0.0 10.0 7580.0 7580.0 7580.0 7580.0 254.0 14.0 14.0 14.0 254.0 14.0 14.0 14.0 1078.0444444444445 1078.0444444444445 1078.0444444444445 1078.0444444444445 1078.0444444444445 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15 28617.0 7566.0 512.0 1.0 50.0 7566.0 7566.0 7566.0 7566.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1076.0533333333333 1076.0533333333333 1076.0533333333333 1076.0533333333333 1076.0533333333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16 28949.0 335.0 64.0 0.0 10.0 335.0 335.0 335.0 335.0 30.0 8.0 8.0 8.0 30.0 8.0 8.0 8.0 5.955555555555556 5.955555555555556 5.955555555555556 5.955555555555556 5.955555555555556 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17 28956.0 901.0 64.0 0.0 10.0 901.0 901.0 901.0 901.0 30.0 8.0 8.0 8.0 30.0 8.0 8.0 8.0 16.017777777777777 16.017777777777777 16.017777777777777 16.017777777777777 16.017777777777777 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
18 28961.0 327.0 64.0 0.0 10.0 327.0 327.0 327.0 327.0 30.0 8.0 8.0 8.0 30.0 8.0 8.0 8.0 5.8133333333333335 5.8133333333333335 5.8133333333333335 5.8133333333333335 5.8133333333333335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19 31539.0 36360.0 512.0 1.0 90.0 36360.0 36360.0 36360.0 36360.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 5171.2 5171.2 5171.2 5171.2 5171.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
20 32393.0 43363.0 16384.0 1.0 50.0 39191.0 42136.0 42944.0 42702.0 26610.0 146.277771 89.733337 106.69666720000001 21490.0 138.0 88.0 103.0 197349.83111111113 178362.59555555554 191765.61777777778 195442.91555555555 194341.54666666666 9.62110555081521 2.829601272974656 0.9662615593939534 1.5243410280654013 19.240886884629838 5.658939798857067 1.9316533386025818 3.4646510495690603 9.621105550815225 2.8296012729746627 0.9662615593939643 1.524341028065411
21 35060.0 3651.0 64.0 0.0 10.0 3651.0 3651.0 3651.0 3651.0 30.0 8.0 8.0 8.0 30.0 8.0 8.0 8.0 64.90666666666667 64.90666666666667 64.90666666666667 64.90666666666667 64.90666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
22 43195.0 42982.0 4096.0 1.0 90.0 35527.0 37963.0 41896.0 40716.0 6642.0 112.5 61.733334 76.96333379999999 5362.0 97.903229 60.0 71.37096869999999 48903.96444444444 40421.83111111111 43193.45777777778 47668.33777777778 46325.76 17.344469778046623 11.67698106183984 2.5266390582104137 5.271974314829463 19.271303824149353 12.974907555555559 2.8077764275618087 7.266271903621717 17.344469778046623 11.676981061839827 2.526639058210407 5.271974314829455
23 50303.0 6543.0 2048.0 1.0 30.0 6347.0 6900.0 6402.0 6551.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3722.24 3610.737777777778 3925.3333333333335 3642.0266666666666 3726.791111111111 2.9955677823628304 -5.456212746446584 2.1549747822099956 -0.12226807274950328 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 2.9955677823628224 -5.456212746446595 2.1549747822099903 -0.1222680727495102
24 50421.0 6264.0 2048.0 1.0 30.0 6077.0 6606.0 6129.0 6272.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3563.52 3457.137777777778 3758.08 3486.72 3568.071111111111 2.9853128991060025 -5.459770114942529 2.1551724137931036 -0.1277139208173691 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 2.985312899105997 -5.459770114942526 2.1551724137931085 -0.12771392081736355
25 50445.0 6256.0 2048.0 1.0 30.0 6069.0 6597.0 6121.0 6264.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3558.968888888889 3452.5866666666666 3752.96 3482.168888888889 3563.52 2.989130434782609 -5.45076726342711 2.1579283887468033 -0.1278772378516624 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 2.989130434782616 -5.450767263427105 2.157928388746808 -0.12787723785165683
26 50465.0 6296.0 2048.0 1.0 70.0 5857.0 7097.0 5979.0 6314.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3581.7244444444445 3331.9822222222224 4037.4044444444444 3401.3866666666668 3591.9644444444443 6.972681067344346 -12.722363405336722 5.034942820838627 -0.28589580686149935 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 6.972681067344343 -12.722363405336717 5.034942820838627 -0.28589580686149324
27 50485.0 6225.0 2048.0 1.0 50.0 5915.0 6791.0 6001.0 6238.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3541.3333333333335 3364.9777777777776 3863.3244444444445 3413.902222222222 3548.728888888889 4.979919678714859 -9.092369477911646 3.5983935742971886 -0.20883534136546184 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 4.979919678714867 -9.092369477911642 3.598393574297199 -0.20883534136545595
28 50503.0 6263.0 2048.0 1.0 50.0 5951.0 6832.0 6038.0 6276.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3562.951111111111 3385.4577777777777 3886.648888888889 3434.951111111111 3570.346666666667 4.981638192559476 -9.085102985789558 3.592527542711161 -0.20756825802331152 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 4.981638192559477 -9.085102985789561 3.592527542711161 -0.20756825802331844
29 50584.0 150.0 256.0 1.0 50.0 150.0 150.0 150.0 150.0 148.399994 14.133333 14.133333 14.133333 148.399994 14.133333 14.133333 14.133333 10.666666666666666 10.666666666666666 10.666666666666666 10.666666666666666 10.666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
30 50707.0 6283.0 2048.0 1.0 30.0 6095.0 6626.0 6147.0 6291.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3574.3288888888887 3467.3777777777777 3769.4577777777777 3496.96 3578.88 2.9922011777813147 -5.459175553079739 2.1645710647779723 -0.1273277096928219 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 2.992201177781312 -5.4591755530797395 2.1645710647779675 -0.12732770969282908
31 50744.0 6310.0 2048.0 1.0 90.0 5744.0 7342.0 5901.0 6334.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3589.688888888889 3267.697777777778 4176.782222222222 3357.0133333333333 3603.342222222222 8.969889064976229 -16.35499207606973 6.481774960380348 -0.3803486529318542 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 8.969889064976224 -16.354992076069728 6.481774960380348 -0.38034865293185033
32 50765.0 6246.0 2048.0 1.0 70.0 5810.0 7041.0 5931.0 6264.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3553.28 3305.2444444444445 4005.5466666666666 3374.08 3563.52 6.980467499199488 -12.728146013448606 5.043227665706052 -0.2881844380403458 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 6.9804674991994915 -12.7281460134486 5.04322766570606 -0.28818443804033966
33 50784.0 6205.0 2048.0 1.0 90.0 5648.0 7220.0 5803.0 6228.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3529.9555555555557 3213.0844444444447 4107.377777777778 3301.262222222222 3543.04 8.976631748589847 -16.35777598710717 6.478646253021757 -0.370668815471394 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 8.976631748589845 -16.357775987107164 6.478646253021764 -0.3706688154713875
34 50805.0 6144.0 2048.0 0.0 10.0 5863.0 5814.0 6097.0 6012.0 2351.633301 51.766663 23.833332 32.21333129999999 1276.0 24.0 22.0 22.599999999999998 3495.2533333333336 3335.3955555555553 3307.52 3468.5155555555557 3420.16 4.573567708333333 5.37109375 0.7649739583333334 2.1484375 45.73983964857963 53.638116484348245 7.692302528240695 29.842710803399576 4.5735677083333455 5.371093750000006 0.7649739583333358 2.1484375000000107
35 50825.0 6011.0 2048.0 0.0 10.0 6011.0 6011.0 6011.0 6011.0 1276.0 24.0 22.0 22.599999999999998 1276.0 24.0 22.0 22.599999999999998 3419.5911111111113 3419.5911111111113 3419.5911111111113 3419.5911111111113 3419.5911111111113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
36 50847.0 5764.0 2048.0 1.0 30.0 5713.0 5933.0 5763.0 5814.0 2567.611084 58.722225 42.166668 47.1333351 2492.0 64.444443 42.133331 48.8266646 3279.0755555555556 3250.0622222222223 3375.217777777778 3278.5066666666667 3307.52 0.8848022206800833 -2.9319916724496875 0.01734906315058987 -0.8674531575294934 2.94480283525681 -9.744552424571795 0.07906007655146728 -3.5926367111670916 0.8848022206800829 -2.9319916724496884 0.017349063150592578 -0.8674531575294903
37 50869.0 5484.0 2048.0 1.0 90.0 4992.0 6381.0 5129.0 5505.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 3119.786666666667 2839.8933333333334 3630.08 2917.831111111111 3131.733333333333 8.971553610503282 -16.356673960612692 6.473377097009482 -0.38293216630196936 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 8.971553610503285 -16.35667396061268 6.473377097009489 -0.3829321663019563
38 50888.0 17842.0 2048.0 0.0 10.0 17026.0 16885.0 17705.0 17459.0 2351.633301 51.766663 23.833332 32.21333129999999 1276.0 24.0 22.0 22.599999999999998 10150.115555555556 9685.902222222223 9605.68888888889 10072.177777777777 9932.23111111111 4.573478309606546 5.363748458692972 0.7678511377648246 2.1466203340432686 45.73983964857963 53.638116484348245 7.692302528240695 29.842710803399576 4.573478309606545 5.363748458692967 0.767851137764837 2.1466203340432815
39 51097.0 10999.0 512.0 1.0 90.0 10999.0 10999.0 10999.0 10999.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1564.3022222222223 1564.3022222222223 1564.3022222222223 1564.3022222222223 1564.3022222222223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40 51097.0 11037.0 512.0 1.0 30.0 11037.0 11037.0 11037.0 11037.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1569.7066666666667 1569.7066666666667 1569.7066666666667 1569.7066666666667 1569.7066666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
41 51098.0 11037.0 512.0 1.0 70.0 11037.0 11037.0 11037.0 11037.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1569.7066666666667 1569.7066666666667 1569.7066666666667 1569.7066666666667 1569.7066666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42 51099.0 11027.0 512.0 1.0 90.0 11027.0 11027.0 11027.0 11027.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1568.2844444444445 1568.2844444444445 1568.2844444444445 1568.2844444444445 1568.2844444444445 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
43 51100.0 11038.0 512.0 1.0 70.0 11038.0 11038.0 11038.0 11038.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1569.848888888889 1569.848888888889 1569.848888888889 1569.848888888889 1569.848888888889 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
44 51101.0 10984.0 512.0 1.0 50.0 10984.0 10984.0 10984.0 10984.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1562.168888888889 1562.168888888889 1562.168888888889 1562.168888888889 1562.168888888889 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
45 51102.0 11046.0 512.0 1.0 90.0 11046.0 11046.0 11046.0 11046.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1570.9866666666667 1570.9866666666667 1570.9866666666667 1570.9866666666667 1570.9866666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46 51103.0 11036.0 512.0 0.0 10.0 11036.0 11036.0 11036.0 11036.0 254.0 14.0 14.0 14.0 254.0 14.0 14.0 14.0 1569.5644444444445 1569.5644444444445 1569.5644444444445 1569.5644444444445 1569.5644444444445 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
47 51203.0 9509.0 2048.0 1.0 30.0 9225.0 10027.0 9304.0 9521.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 5409.564444444444 5248.0 5704.248888888889 5292.942222222222 5416.391111111111 2.9866442317804185 -5.447470817120623 2.1558523504048797 -0.12619623514565148 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 2.986644231780415 -5.447470817120633 2.1558523504048805 -0.1261962351456544
48 51265.0 9175.0 2048.0 1.0 50.0 8330.0 8383.0 8789.0 8668.0 3054.444336 77.888885 46.0 55.5666655 2492.0 64.444443 42.133331 48.8266646 5219.555555555556 4738.844444444445 4768.995555555555 4999.964444444445 4931.1288888888885 9.209809264305177 8.632152588555858 4.20708446866485 5.525885558583107 18.413965819280854 17.261053358255154 8.405802173913047 12.129575959529186 9.209809264305171 8.632152588555867 4.207084468664846 5.525885558583116
49 51287.0 9177.0 2048.0 1.0 50.0 8720.0 10011.0 8847.0 9196.0 2767.911133 54.533329 45.399998 48.13999729999999 2492.0 64.444443 42.133331 48.8266646 5220.693333333334 4960.711111111111 5695.1466666666665 5032.96 5231.502222222222 4.979840906614362 -9.087937234390324 3.5959463877084015 -0.2070393374741201 9.968207783497506 -18.17441586960518 7.195302079088194 -1.426396631725633 4.979840906614374 -9.087937234390315 3.595946387708406 -0.2070393374741176
50 51305.0 9190.0 2048.0 1.0 30.0 8682.0 8714.0 8958.0 8885.0 3054.444336 77.888885 46.0 55.5666655 2492.0 64.444443 42.133331 48.8266646 5228.0888888888885 4939.093333333333 4957.297777777778 5096.106666666667 5054.577777777778 5.527747551686616 5.1795429815016325 2.5244831338411315 3.318824809575626 18.413965819280854 17.261053358255154 8.405802173913047 12.129575959529186 5.527747551686611 5.1795429815016245 2.524483133841126 3.3188248095756228
51 60729.0 273.0 64.0 0.0 10.0 273.0 273.0 273.0 273.0 30.0 8.0 8.0 8.0 30.0 8.0 8.0 8.0 4.8533333333333335 4.8533333333333335 4.8533333333333335 4.8533333333333335 4.8533333333333335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52 62342.0 36363.0 512.0 1.0 50.0 36363.0 36363.0 36363.0 36363.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 5171.626666666667 5171.626666666667 5171.626666666667 5171.626666666667 5171.626666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
53 62770.0 2907.0 128.0 0.0 10.0 2907.0 2907.0 2907.0 2907.0 62.0 10.0 10.0 10.0 62.0 10.0 10.0 10.0 103.36 103.36 103.36 103.36 103.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
54 63284.0 11061.0 512.0 1.0 30.0 11061.0 11061.0 11061.0 11061.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.12 1573.12 1573.12 1573.12 1573.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55 63285.0 11067.0 512.0 1.0 30.0 11067.0 11067.0 11067.0 11067.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.9733333333334 1573.9733333333334 1573.9733333333334 1573.9733333333334 1573.9733333333334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56 63286.0 11085.0 512.0 1.0 90.0 11085.0 11085.0 11085.0 11085.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1576.5333333333333 1576.5333333333333 1576.5333333333333 1576.5333333333333 1576.5333333333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
57 63287.0 11060.0 512.0 1.0 50.0 11060.0 11060.0 11060.0 11060.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1572.9777777777779 1572.9777777777779 1572.9777777777779 1572.9777777777779 1572.9777777777779 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
58 63288.0 11073.0 512.0 1.0 30.0 11073.0 11073.0 11073.0 11073.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1574.8266666666666 1574.8266666666666 1574.8266666666666 1574.8266666666666 1574.8266666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59 63289.0 11061.0 512.0 1.0 70.0 11061.0 11061.0 11061.0 11061.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.12 1573.12 1573.12 1573.12 1573.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60 63290.0 11085.0 512.0 1.0 90.0 11085.0 11085.0 11085.0 11085.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1576.5333333333333 1576.5333333333333 1576.5333333333333 1576.5333333333333 1576.5333333333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61 63291.0 11063.0 512.0 1.0 30.0 11063.0 11063.0 11063.0 11063.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.4044444444444 1573.4044444444444 1573.4044444444444 1573.4044444444444 1573.4044444444444 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62 63292.0 11061.0 512.0 1.0 90.0 11061.0 11061.0 11061.0 11061.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.12 1573.12 1573.12 1573.12 1573.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63 63293.0 11064.0 512.0 1.0 70.0 11064.0 11064.0 11064.0 11064.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1573.5466666666666 1573.5466666666666 1573.5466666666666 1573.5466666666666 1573.5466666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64 63294.0 11081.0 512.0 1.0 70.0 11081.0 11081.0 11081.0 11081.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1575.9644444444446 1575.9644444444446 1575.9644444444446 1575.9644444444446 1575.9644444444446 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65 63295.0 11041.0 512.0 1.0 90.0 11041.0 11041.0 11041.0 11041.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1570.2755555555555 1570.2755555555555 1570.2755555555555 1570.2755555555555 1570.2755555555555 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66 63296.0 11055.0 512.0 1.0 90.0 11055.0 11055.0 11055.0 11055.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1572.2666666666667 1572.2666666666667 1572.2666666666667 1572.2666666666667 1572.2666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67 63297.0 11030.0 512.0 1.0 70.0 11030.0 11030.0 11030.0 11030.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1568.7111111111112 1568.7111111111112 1568.7111111111112 1568.7111111111112 1568.7111111111112 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68 63298.0 11067.0 512.0 0.0 10.0 11067.0 11067.0 11067.0 11067.0 254.0 14.0 14.0 14.0 254.0 14.0 14.0 14.0 1573.9733333333334 1573.9733333333334 1573.9733333333334 1573.9733333333334 1573.9733333333334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69 63299.0 11161.0 512.0 1.0 90.0 11161.0 11161.0 11161.0 11161.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1587.3422222222223 1587.3422222222223 1587.3422222222223 1587.3422222222223 1587.3422222222223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70 63300.0 11133.0 512.0 1.0 30.0 11133.0 11133.0 11133.0 11133.0 344.311096 18.977777 18.977777 18.977777 344.311096 18.977777 18.977777 18.977777 1583.36 1583.36 1583.36 1583.36 1583.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71 63301.0 11109.0 512.0 0.0 10.0 11109.0 11109.0 11109.0 11109.0 254.0 14.0 14.0 14.0 254.0 14.0 14.0 14.0 1579.9466666666667 1579.9466666666667 1579.9466666666667 1579.9466666666667 1579.9466666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
